SR NO ,Job Title,Company,Skills,Location,Job Type,Salary
617,Nurse Practitioner,BuildRight Infra,"event coordination, client management, budgeting",Delhi,Full-time,1483211
618,Cloud Architect,PharmaCare,"test case writing, selenium, bug tracking",Remote,Internship,993587
619,Business Analyst,City Hospital,"react, javascript, css",Pune,Internship,1636005
620,Technical Writer,Global Travels,"customer service, ticketing, troubleshooting",Mumbai,Internship,1975022
621,Mobile App Developer,BizConsult,"prescription handling, pharma knowledge",Mumbai,Part-time,823040
622,Business Analyst,BuildRight Infra,"autocad, site planning, structural analysis",Bangalore,Contract,2322828
623,Hotel Receptionist,EduWise Academy,"test case writing, selenium, bug tracking",Delhi,Full-time,1466435
624,UI/UX Designer,Global Travels,"sql, data visualization, problem solving",Mumbai,Contract,1041767
625,Game Developer,InnovateX,"java, spring, hibernate",Mumbai,Full-time,1991955
626,Technical Writer,DesignCrafters,"excel, financial modeling, data interpretation",Pune,Contract,639833
627,Marketing Manager,City Hospital,"event coordination, client management, budgeting",Hyderabad,Internship,1556632
628,Data Entry Clerk,CreativeHub Agency,"event coordination, client management, budgeting",Pune,Internship,1188727
629,Hotel Receptionist,DataWiz,"event coordination, client management, budgeting",Bangalore,Full-time,2483200
630,Customer Support Specialist,FinEdge Solutions,"legal documentation, compliance, case review",Delhi,Contract,589146
631,System Administrator,DesignCrafters,"prescription handling, pharma knowledge",Bangalore,Full-time,2047512
632,ML Engineer,CreativeHub Agency,"curriculum planning, classroom management, communication",Bangalore,Internship,1211336
633,Wedding Manager,HealthFirst Clinic,"salesforce, CRM, negotiation",Hyderabad,Part-time,2063636
634,Product Manager,Global Travels,"curriculum planning, classroom management, communication",Mumbai,Full-time,700833
635,Network Engineer,HealthFirst Clinic,"salesforce, CRM, negotiation",Delhi,Full-time,1382489
636,UX Designer,Global Travels,"sql, data visualization, problem solving",Remote,Part-time,1090851
637,Mobile App Developer,DataWiz,"legal documentation, compliance, case review",Mumbai,Contract,1698213
638,ML Engineer,DevSolutions,"sql, data analysis, tableau",Bangalore,Internship,1738084
639,Technical Writer,CloudNet,"autocad, site planning, structural analysis",Hyderabad,Contract,644931
640,Backend Engineer,CloudNet,"patient care, diagnosis, medical documentation",Delhi,Internship,1106353
641,Cloud Architect,TechNova,"excel, financial modeling, data interpretation",Bangalore,Internship,2205758
642,Cloud Architect,BuildRight Infra,"java, spring, hibernate",Delhi,Part-time,2273773
643,Product Manager,CreativeHub Agency,"java, spring, hibernate",Delhi,Full-time,1556390
644,Mobile App Developer,DataWiz,"patient care, diagnosis, medical documentation",Mumbai,Part-time,1693484
645,DevOps Engineer,DreamWeddings Inc.,"inventory, hospitality management, POS systems",Delhi,Contract,1180004
646,Cybersecurity Analyst,BizConsult,"figma, user testing, wireframing",Hyderabad,Full-time,1551366
647,Frontend Developer,DevSolutions,"curriculum planning, classroom management, communication",Hyderabad,Contract,2034982
648,Data Scientist,DesignCrafters,"react, javascript, css",Mumbai,Full-time,1574757
649,AI Researcher,HealthFirst Clinic,"customer service, ticketing, troubleshooting",Delhi,Full-time,1771934
650,Cloud Architect,DataWiz,"excel, financial modeling, data interpretation",Delhi,Internship,2469690
651,QA Analyst,BuildRight Infra,"sql, data analysis, tableau",Bangalore,Full-time,755415
652,Cybersecurity Analyst,CreativeHub Agency,"node.js, express, mongodb",Hyderabad,Full-time,839794
653,Mobile App Developer,TechNova,"sql, data analysis, tableau",Pune,Internship,509798
654,Wedding Manager,DataWiz,"prescription handling, pharma knowledge",Pune,Part-time,2408779
655,Customer Support Specialist,FinEdge Solutions,"legal documentation, compliance, case review",Bangalore,Contract,848173
656,Graphic Designer,DataWiz,"adobe photoshop, illustrator, creativity",Hyderabad,Part-time,625204
657,Account Director,DataWiz,"adobe photoshop, illustrator, creativity",Remote,Part-time,943773
658,Network Engineer,FinEdge Solutions,"excel, financial modeling, data interpretation",Delhi,Contract,1244090
659,Graphic Designer,City Hospital,"patient care, diagnosis, medical documentation",Bangalore,Contract,1658438
660,Pharmacist,Global Travels,"curriculum planning, classroom management, communication",Remote,Full-time,1864098
661,DevOps Engineer,DevSolutions,"autocad, site planning, structural analysis",Pune,Internship,827988
662,Software Engineer,CloudNet,"typing, accuracy, database entry",Mumbai,Contract,1125769
663,Cybersecurity Analyst,CloudNet,"typing, accuracy, database entry",Mumbai,Full-time,1247485
664,Network Engineer,HealthFirst Clinic,"event coordination, client management, budgeting",Hyderabad,Contract,2122585
665,UX Designer,InnovateX,"customer service, ticketing, troubleshooting",Mumbai,Full-time,2128020
666,Network Engineer,DataWiz,"curriculum planning, classroom management, communication",Pune,Part-time,1333768
667,Nurse Practitioner,PharmaCare,"interviewing, HR software, conflict resolution",Bangalore,Part-time,1545008
668,Wedding Manager,FinEdge Solutions,"patient care, diagnosis, medical documentation",Delhi,Internship,1714423
669,Product Manager,BrightFuture School,"adobe photoshop, illustrator, creativity",Delhi,Full-time,933041
670,Operations Manager,DevSolutions,"node.js, express, mongodb",Remote,Full-time,2023319
671,Hotel Receptionist,CreativeHub Agency,"sql, data analysis, tableau",Remote,Full-time,546310
672,Restaurant Manager,City Hospital,"sql, data visualization, problem solving",Bangalore,Full-time,1482851
673,Account Director,EduWise Academy,"interviewing, HR software, conflict resolution",Pune,Internship,1528748
674,QA Analyst,FinEdge Solutions,"event coordination, client management, budgeting",Mumbai,Contract,1693248
675,Account Director,TechNova,"legal documentation, compliance, case review",Pune,Part-time,1510038
676,Teacher,BrightFuture School,"curriculum planning, classroom management, communication",Mumbai,Full-time,2083268
677,Financial Analyst,BizConsult,"patient care, diagnosis, medical documentation",Pune,Internship,1969715
678,Mobile App Developer,CreativeHub Agency,"adobe photoshop, illustrator, creativity",Delhi,Contract,1273728
679,Restaurant Manager,HealthFirst Clinic,"aws, docker, kubernetes",Remote,Full-time,1761234
680,Cloud Architect,DevSolutions,"salesforce, CRM, negotiation",Pune,Full-time,1073764
681,Wedding Manager,EduWise Academy,"figma, user testing, wireframing",Mumbai,Full-time,1265837
682,Wedding Manager,BrightFuture School,"salesforce, CRM, negotiation",Mumbai,Internship,1552940
683,Technical Writer,Global Travels,"customer service, ticketing, troubleshooting",Remote,Part-time,1534782
684,Restaurant Manager,BizConsult,"sql, data visualization, problem solving",Mumbai,Internship,1717713
685,Graphic Designer,CreativeHub Agency,"salesforce, CRM, negotiation",Delhi,Contract,1714946
686,HR Coordinator,FinEdge Solutions,"check-in, phone etiquette, scheduling",Mumbai,Full-time,2395529
687,Pharmacist,BrightFuture School,"node.js, express, mongodb",Delhi,Contract,1257160
688,Pharmacist,EduWise Academy,"python, pandas, numpy",Pune,Internship,2035858
689,Sales Executive,DesignCrafters,"patient care, diagnosis, medical documentation",Hyderabad,Contract,1771392
690,Data Scientist,EduWise Academy,"autocad, site planning, structural analysis",Pune,Internship,1863165
691,Game Developer,Global Travels,"event coordination, client management, budgeting",Delhi,Full-time,1180755
692,Hotel Receptionist,CreativeHub Agency,"adobe photoshop, illustrator, creativity",Remote,Internship,1954210
693,Business Analyst,DataWiz,"autocad, site planning, structural analysis",Remote,Internship,1484065
694,Pharmacist,CloudNet,"java, spring, hibernate",Pune,Internship,2448786
695,AI Researcher,FinEdge Solutions,"prescription handling, pharma knowledge",Bangalore,Part-time,2475888
696,Sales Executive,City Hospital,"typing, accuracy, database entry",Bangalore,Full-time,521890
697,Teacher,BuildRight Infra,"figma, user testing, wireframing",Hyderabad,Internship,1252624
698,Restaurant Manager,CreativeHub Agency,"sql, data analysis, tableau",Mumbai,Part-time,899442
699,Technical Writer,Global Travels,"event coordination, client management, budgeting",Remote,Contract,822907
700,Account Director,DreamWeddings Inc.,"node.js, express, mongodb",Remote,Part-time,1812051
701,Graphic Designer,City Hospital,"java, spring, hibernate",Bangalore,Internship,1381224
702,Network Engineer,HealthFirst Clinic,"sql, data analysis, tableau",Bangalore,Internship,2279311
703,HR Coordinator,DreamWeddings Inc.,"prescription handling, pharma knowledge",Pune,Full-time,513487
704,UI/UX Designer,CreativeHub Agency,"react, javascript, css",Remote,Contract,1037801
705,Blockchain Developer,InnovateX,"check-in, phone etiquette, scheduling",Bangalore,Part-time,1515056
706,Software Engineer,EduWise Academy,"python, pandas, numpy",Delhi,Contract,1857726
707,Operations Manager,BizConsult,"aws, docker, kubernetes",Delhi,Internship,2366267
708,AI Researcher,PharmaCare,"figma, user testing, wireframing",Hyderabad,Internship,1216312
709,AI Researcher,CloudNet,"event coordination, client management, budgeting",Pune,Part-time,2337772
710,Technical Writer,BuildRight Infra,"patient care, diagnosis, medical documentation",Remote,Internship,1951134
711,Account Director,DesignCrafters,"figma, user testing, wireframing",Delhi,Part-time,619275
712,Frontend Developer,DataWiz,"figma, user testing, wireframing",Remote,Contract,2235361
713,HR Coordinator,PharmaCare,"event coordination, client management, budgeting",Delhi,Part-time,2135227
714,Wedding Manager,BrightFuture School,"check-in, phone etiquette, scheduling",Pune,Internship,1935968
715,UI/UX Designer,Global Travels,"adobe photoshop, illustrator, creativity",Bangalore,Internship,1497843
716,Database Administrator,DevSolutions,"inventory, hospitality management, POS systems",Bangalore,Part-time,2047954
717,Cloud Architect,DevSolutions,"sql, data visualization, problem solving",Delhi,Contract,1777043
718,Marketing Manager,DesignCrafters,"event coordination, client management, budgeting",Bangalore,Full-time,668431
719,Sales Executive,TechNova,"excel, financial modeling, data interpretation",Mumbai,Contract,1271413
720,QA Analyst,DreamWeddings Inc.,"figma, user testing, wireframing",Hyderabad,Internship,2000593
721,Account Director,FinEdge Solutions,"aws, docker, kubernetes",Pune,Internship,1041057
722,Game Developer,City Hospital,"autocad, site planning, structural analysis",Hyderabad,Internship,1206430
723,Cybersecurity Analyst,FinEdge Solutions,"interviewing, HR software, conflict resolution",Mumbai,Part-time,2234874
724,System Administrator,HealthFirst Clinic,"node.js, express, mongodb",Remote,Full-time,1595687
725,Data Scientist,DesignCrafters,"customer service, ticketing, troubleshooting",Bangalore,Internship,1658934
726,Data Scientist,DataWiz,"node.js, express, mongodb",Pune,Full-time,790919
727,Cybersecurity Analyst,PharmaCare,"figma, user testing, wireframing",Hyderabad,Full-time,2179298
728,Graphic Designer,BizConsult,"excel, financial modeling, data interpretation",Pune,Contract,1255375
729,Teacher,CreativeHub Agency,"event coordination, client management, budgeting",Mumbai,Internship,936406
730,DevOps Engineer,City Hospital,"autocad, site planning, structural analysis",Pune,Full-time,913582
731,ML Engineer,Global Travels,"customer service, ticketing, troubleshooting",Pune,Part-time,1128778
732,UI/UX Designer,DataWiz,"sql, data visualization, problem solving",Pune,Contract,1724989
733,ML Engineer,DesignCrafters,"event coordination, client management, budgeting",Remote,Full-time,522648
734,Legal Advisor,HealthFirst Clinic,"patient care, diagnosis, medical documentation",Hyderabad,Internship,2308217
735,Mobile App Developer,DreamWeddings Inc.,"adobe photoshop, illustrator, creativity",Mumbai,Full-time,1370840
736,Teacher,City Hospital,"node.js, express, mongodb",Hyderabad,Part-time,2103667
737,Nurse Practitioner,CloudNet,"python, pandas, numpy",Mumbai,Internship,785657
738,Network Engineer,InnovateX,"sql, data analysis, tableau",Bangalore,Contract,2090840
739,Marketing Manager,InnovateX,"aws, docker, kubernetes",Remote,Full-time,1797330
740,Graphic Designer,DataWiz,"typing, accuracy, database entry",Bangalore,Internship,905256
741,Product Manager,CreativeHub Agency,"salesforce, CRM, negotiation",Remote,Part-time,1389178
742,Cybersecurity Analyst,DataWiz,"excel, financial modeling, data interpretation",Delhi,Full-time,2278242
743,Graphic Designer,DevSolutions,"event coordination, client management, budgeting",Bangalore,Contract,1307671
744,Data Scientist,BizConsult,"event coordination, client management, budgeting",Mumbai,Full-time,1367961
745,Data Scientist,FinEdge Solutions,"sql, data analysis, tableau",Hyderabad,Part-time,1604703
746,QA Analyst,BrightFuture School,"python, pandas, numpy",Mumbai,Contract,1927832
747,Game Developer,EduWise Academy,"aws, docker, kubernetes",Mumbai,Part-time,603684
748,Blockchain Developer,DataWiz,"event coordination, client management, budgeting",Mumbai,Internship,1143326
749,Backend Engineer,City Hospital,"event coordination, client management, budgeting",Pune,Contract,1058593
750,HR Coordinator,BizConsult,"figma, user testing, wireframing",Remote,Contract,2242577
751,Data Entry Clerk,DevSolutions,"event coordination, client management, budgeting",Mumbai,Internship,1658234
752,Cybersecurity Analyst,DreamWeddings Inc.,"python, pandas, numpy",Delhi,Full-time,1559426
753,Game Developer,InnovateX,"client relations, campaign strategy, presentations",Remote,Internship,845962
754,Hotel Receptionist,DataWiz,"curriculum planning, classroom management, communication",Remote,Internship,2102415
755,Business Analyst,Global Travels,"sql, data analysis, tableau",Mumbai,Contract,2060721
756,Hotel Receptionist,TechNova,"interviewing, HR software, conflict resolution",Bangalore,Internship,1404303
757,Blockchain Developer,TechNova,"aws, docker, kubernetes",Delhi,Contract,1347521
758,Data Scientist,BrightFuture School,"prescription handling, pharma knowledge",Remote,Internship,1575691
759,QA Analyst,Global Travels,"react, javascript, css",Delhi,Contract,1433562
760,Teacher,EduWise Academy,"sql, data visualization, problem solving",Pune,Internship,2186260
761,Legal Advisor,TechNova,"excel, financial modeling, data interpretation",Hyderabad,Internship,1721746
762,Wedding Manager,BrightFuture School,"patient care, diagnosis, medical documentation",Delhi,Contract,1488892
763,Marketing Manager,CloudNet,"inventory, hospitality management, POS systems",Delhi,Internship,2309257
764,ML Engineer,EduWise Academy,"event coordination, client management, budgeting",Pune,Contract,2220615
765,Business Analyst,CreativeHub Agency,"client relations, campaign strategy, presentations",Bangalore,Part-time,1386815
766,Cloud Architect,Global Travels,"inventory, hospitality management, POS systems",Remote,Contract,847941
767,UX Designer,CreativeHub Agency,"sql, data analysis, tableau",Delhi,Contract,810820
768,Data Entry Clerk,City Hospital,"customer service, ticketing, troubleshooting",Bangalore,Internship,550850
769,Mobile App Developer,CreativeHub Agency,"check-in, phone etiquette, scheduling",Hyderabad,Contract,1743595
770,Game Developer,CloudNet,"legal documentation, compliance, case review",Delhi,Part-time,1809336
771,Hotel Receptionist,EduWise Academy,"patient care, diagnosis, medical documentation",Remote,Part-time,1246902
772,Wedding Manager,Global Travels,"python, pandas, numpy",Mumbai,Contract,717907
773,Cloud Architect,EduWise Academy,"prescription handling, pharma knowledge",Delhi,Part-time,1866830
774,Game Developer,BrightFuture School,"check-in, phone etiquette, scheduling",Bangalore,Full-time,2111004
775,Software Engineer,City Hospital,"legal documentation, compliance, case review",Delhi,Internship,1686206
776,Frontend Developer,DreamWeddings Inc.,"event coordination, client management, budgeting",Delhi,Contract,2461423
777,HR Coordinator,DesignCrafters,"excel, financial modeling, data interpretation",Mumbai,Internship,2284309
778,Marketing Manager,InnovateX,"node.js, express, mongodb",Bangalore,Internship,1375819
779,Operations Manager,DreamWeddings Inc.,"node.js, express, mongodb",Delhi,Part-time,1532040
780,Web Developer,FinEdge Solutions,"java, spring, hibernate",Remote,Full-time,1953291
781,UI/UX Designer,HealthFirst Clinic,"customer service, ticketing, troubleshooting",Delhi,Internship,511707
782,DevOps Engineer,Global Travels,"test case writing, selenium, bug tracking",Delhi,Part-time,1750337
783,Product Manager,DreamWeddings Inc.,"interviewing, HR software, conflict resolution",Pune,Part-time,1498087
784,ML Engineer,City Hospital,"salesforce, CRM, negotiation",Bangalore,Full-time,1370013
785,Sales Executive,BuildRight Infra,"java, spring, hibernate",Delhi,Part-time,558851
786,Financial Analyst,CloudNet,"interviewing, HR software, conflict resolution",Hyderabad,Contract,617157
787,Account Director,BrightFuture School,"interviewing, HR software, conflict resolution",Mumbai,Contract,1512620
788,UI/UX Designer,FinEdge Solutions,"check-in, phone etiquette, scheduling",Bangalore,Contract,2237874
789,Blockchain Developer,CreativeHub Agency,"autocad, site planning, structural analysis",Bangalore,Part-time,2417755
790,ML Engineer,BuildRight Infra,"inventory, hospitality management, POS systems",Mumbai,Full-time,2309889
791,AI Researcher,BrightFuture School,"test case writing, selenium, bug tracking",Bangalore,Part-time,1052089
792,Network Engineer,DataWiz,"java, spring, hibernate",Bangalore,Internship,688345
793,Product Manager,BizConsult,"typing, accuracy, database entry",Mumbai,Full-time,1675747
794,Marketing Manager,HealthFirst Clinic,"customer service, ticketing, troubleshooting",Mumbai,Part-time,1833799
795,Cybersecurity Analyst,PharmaCare,"adobe photoshop, illustrator, creativity",Pune,Full-time,562948
796,Civil Engineer,City Hospital,"client relations, campaign strategy, presentations",Pune,Contract,1990339
797,Backend Engineer,InnovateX,"sql, data visualization, problem solving",Remote,Full-time,1469899
798,Civil Engineer,CreativeHub Agency,"check-in, phone etiquette, scheduling",Remote,Full-time,2259223
799,Software Engineer,InnovateX,"patient care, diagnosis, medical documentation",Remote,Contract,1584941
800,Product Manager,HealthFirst Clinic,"sql, data visualization, problem solving",Mumbai,Part-time,1812875
801,UI/UX Designer,HealthFirst Clinic,"aws, docker, kubernetes",Delhi,Contract,1288327
802,Restaurant Manager,HealthFirst Clinic,"curriculum planning, classroom management, communication",Mumbai,Contract,1627765
803,Backend Engineer,TechNova,"figma, user testing, wireframing",Bangalore,Part-time,1868277
804,HR Coordinator,HealthFirst Clinic,"sql, data visualization, problem solving",Remote,Internship,1197148
805,Backend Engineer,DesignCrafters,"client relations, campaign strategy, presentations",Pune,Part-time,1923146
806,Civil Engineer,Global Travels,"autocad, site planning, structural analysis",Pune,Full-time,2378239
807,Civil Engineer,BrightFuture School,"sql, data analysis, tableau",Pune,Internship,692574
808,Game Developer,BizConsult,"legal documentation, compliance, case review",Bangalore,Full-time,2048393
809,AI Researcher,CloudNet,"event coordination, client management, budgeting",Bangalore,Part-time,1438881
810,Marketing Manager,BrightFuture School,"client relations, campaign strategy, presentations",Bangalore,Internship,1929708
811,AI Researcher,PharmaCare,"adobe photoshop, illustrator, creativity",Pune,Internship,1170948
812,Customer Support Specialist,Global Travels,"java, spring, hibernate",Delhi,Part-time,1448630
813,ML Engineer,EduWise Academy,"test case writing, selenium, bug tracking",Mumbai,Full-time,1296462
814,Cloud Architect,CloudNet,"java, spring, hibernate",Remote,Internship,1043913
815,Technical Writer,TechNova,"event coordination, client management, budgeting",Bangalore,Part-time,643636
816,Web Developer,Global Travels,"python, pandas, numpy",Mumbai,Contract,1475351
817,DevOps Engineer,BuildRight Infra,"curriculum planning, classroom management, communication",Mumbai,Internship,909990
818,System Administrator,TechNova,"client relations, campaign strategy, presentations",Remote,Contract,2218885
819,Web Developer,Global Travels,"inventory, hospitality management, POS systems",Hyderabad,Full-time,623927
820,Operations Manager,HealthFirst Clinic,"node.js, express, mongodb",Remote,Contract,1759981
821,Graphic Designer,DreamWeddings Inc.,"python, pandas, numpy",Delhi,Internship,534009
822,HR Coordinator,DreamWeddings Inc.,"check-in, phone etiquette, scheduling",Delhi,Full-time,727814
823,Network Engineer,TechNova,"aws, docker, kubernetes",Delhi,Full-time,1302821
824,Backend Engineer,InnovateX,"salesforce, CRM, negotiation",Mumbai,Full-time,1420371
825,Mobile App Developer,DreamWeddings Inc.,"curriculum planning, classroom management, communication",Delhi,Part-time,1976174
826,Restaurant Manager,CreativeHub Agency,"salesforce, CRM, negotiation",Hyderabad,Part-time,637948
827,Account Director,PharmaCare,"figma, user testing, wireframing",Mumbai,Internship,1673941
828,Business Analyst,EduWise Academy,"typing, accuracy, database entry",Remote,Internship,553320
829,Account Director,DreamWeddings Inc.,"python, pandas, numpy",Remote,Internship,1447324
830,Software Engineer,CreativeHub Agency,"sql, data analysis, tableau",Hyderabad,Internship,2387505
831,Cybersecurity Analyst,CloudNet,"excel, financial modeling, data interpretation",Bangalore,Internship,869776
832,Product Manager,EduWise Academy,"salesforce, CRM, negotiation",Mumbai,Full-time,2352873
833,Data Scientist,DevSolutions,"interviewing, HR software, conflict resolution",Pune,Full-time,666686
834,Account Director,Global Travels,"sql, data analysis, tableau",Hyderabad,Part-time,2411141
835,Civil Engineer,HealthFirst Clinic,"legal documentation, compliance, case review",Remote,Part-time,1326185
836,Operations Manager,FinEdge Solutions,"python, pandas, numpy",Pune,Part-time,1288260
837,ML Engineer,EduWise Academy,"adobe photoshop, illustrator, creativity",Pune,Part-time,1688464
838,ML Engineer,BuildRight Infra,"react, javascript, css",Mumbai,Full-time,600790
839,AI Researcher,DreamWeddings Inc.,"customer service, ticketing, troubleshooting",Bangalore,Full-time,1772775
840,Cloud Architect,BizConsult,"inventory, hospitality management, POS systems",Hyderabad,Internship,1468312
841,Pharmacist,EduWise Academy,"react, javascript, css",Pune,Part-time,1179507
842,Data Entry Clerk,CloudNet,"sql, data analysis, tableau",Bangalore,Part-time,2341236
843,Backend Engineer,CloudNet,"customer service, ticketing, troubleshooting",Bangalore,Part-time,2462244
844,HR Coordinator,CloudNet,"event coordination, client management, budgeting",Bangalore,Part-time,965387
845,AI Researcher,BrightFuture School,"react, javascript, css",Mumbai,Part-time,873393
846,Software Engineer,PharmaCare,"figma, user testing, wireframing",Remote,Part-time,2025957
847,AI Researcher,CloudNet,"patient care, diagnosis, medical documentation",Bangalore,Contract,709780
848,AI Researcher,InnovateX,"excel, financial modeling, data interpretation",Pune,Part-time,2403267
849,Sales Executive,DataWiz,"react, javascript, css",Delhi,Part-time,1506266
850,Network Engineer,CloudNet,"client relations, campaign strategy, presentations",Mumbai,Full-time,521708
851,Web Developer,DataWiz,"sql, data visualization, problem solving",Mumbai,Contract,1674615
852,Blockchain Developer,PharmaCare,"prescription handling, pharma knowledge",Bangalore,Internship,898543
853,AI Researcher,BizConsult,"adobe photoshop, illustrator, creativity",Hyderabad,Internship,921455
854,Cloud Architect,HealthFirst Clinic,"react, javascript, css",Pune,Part-time,821703
855,UI/UX Designer,BuildRight Infra,"inventory, hospitality management, POS systems",Remote,Contract,1184327
856,Database Administrator,CreativeHub Agency,"figma, user testing, wireframing",Hyderabad,Contract,2060591
857,Marketing Manager,FinEdge Solutions,"inventory, hospitality management, POS systems",Mumbai,Internship,2074848
858,Account Director,DreamWeddings Inc.,"excel, financial modeling, data interpretation",Remote,Internship,886395
859,Teacher,CloudNet,"node.js, express, mongodb",Remote,Part-time,568880
860,ML Engineer,DesignCrafters,"autocad, site planning, structural analysis",Bangalore,Contract,1392564
861,Wedding Manager,CreativeHub Agency,"inventory, hospitality management, POS systems",Pune,Contract,2320878
862,Product Manager,CreativeHub Agency,"adobe photoshop, illustrator, creativity",Bangalore,Part-time,1131054
863,Sales Executive,Global Travels,"sql, data analysis, tableau",Delhi,Part-time,1231949
864,Network Engineer,EduWise Academy,"autocad, site planning, structural analysis",Bangalore,Contract,1731328
865,Software Engineer,BrightFuture School,"patient care, diagnosis, medical documentation",Hyderabad,Full-time,1354580
866,Nurse Practitioner,PharmaCare,"inventory, hospitality management, POS systems",Hyderabad,Contract,2361374
867,HR Coordinator,InnovateX,"sql, data analysis, tableau",Mumbai,Internship,942629
868,System Administrator,HealthFirst Clinic,"customer service, ticketing, troubleshooting",Hyderabad,Internship,617376
869,DevOps Engineer,DesignCrafters,"inventory, hospitality management, POS systems",Hyderabad,Internship,790949
870,Teacher,City Hospital,"typing, accuracy, database entry",Hyderabad,Part-time,646623
871,Civil Engineer,CloudNet,"react, javascript, css",Hyderabad,Part-time,801814
872,Data Entry Clerk,BizConsult,"aws, docker, kubernetes",Pune,Part-time,2472926
873,Network Engineer,DevSolutions,"sql, data visualization, problem solving",Mumbai,Full-time,1769640
874,Pharmacist,DreamWeddings Inc.,"curriculum planning, classroom management, communication",Hyderabad,Part-time,546442
875,Business Analyst,FinEdge Solutions,"react, javascript, css",Bangalore,Internship,1758169
876,Software Engineer,CloudNet,"check-in, phone etiquette, scheduling",Pune,Contract,1701921
877,UI/UX Designer,Global Travels,"sql, data analysis, tableau",Remote,Part-time,908512
878,Account Director,City Hospital,"adobe photoshop, illustrator, creativity",Remote,Full-time,1359121
879,Software Engineer,BrightFuture School,"figma, user testing, wireframing",Hyderabad,Internship,2401412
880,Teacher,BizConsult,"event coordination, client management, budgeting",Mumbai,Internship,1299925
881,Database Administrator,BuildRight Infra,"adobe photoshop, illustrator, creativity",Pune,Contract,2004801
882,QA Analyst,TechNova,"aws, docker, kubernetes",Mumbai,Part-time,1804378
883,Business Analyst,BizConsult,"autocad, site planning, structural analysis",Remote,Full-time,1612707
884,UI/UX Designer,Global Travels,"excel, financial modeling, data interpretation",Remote,Full-time,1206034
885,Data Entry Clerk,HealthFirst Clinic,"salesforce, CRM, negotiation",Mumbai,Full-time,1328566
886,Customer Support Specialist,DataWiz,"inventory, hospitality management, POS systems",Mumbai,Internship,1545759
887,Business Analyst,CloudNet,"event coordination, client management, budgeting",Mumbai,Internship,1862658
888,Cloud Architect,BuildRight Infra,"figma, user testing, wireframing",Mumbai,Part-time,1642878
889,Account Director,DesignCrafters,"autocad, site planning, structural analysis",Pune,Part-time,1579209
890,Financial Analyst,DevSolutions,"prescription handling, pharma knowledge",Pune,Contract,2190646
891,Web Developer,CloudNet,"aws, docker, kubernetes",Pune,Internship,1633204
892,DevOps Engineer,BizConsult,"python, pandas, numpy",Delhi,Contract,1911169
893,Technical Writer,InnovateX,"sql, data analysis, tableau",Pune,Internship,1879749
894,Wedding Manager,BrightFuture School,"curriculum planning, classroom management, communication",Delhi,Part-time,1176877
895,Pharmacist,InnovateX,"node.js, express, mongodb",Pune,Contract,2397587
896,Software Engineer,EduWise Academy,"aws, docker, kubernetes",Remote,Full-time,2143477
897,Cloud Architect,DevSolutions,"sql, data analysis, tableau",Mumbai,Contract,1758210
898,System Administrator,DevSolutions,"excel, financial modeling, data interpretation",Delhi,Full-time,1640544
899,Data Scientist,HealthFirst Clinic,"react, javascript, css",Mumbai,Full-time,524459
900,Customer Support Specialist,DevSolutions,"excel, financial modeling, data interpretation",Hyderabad,Internship,1870323
901,Nurse Practitioner,BizConsult,"java, spring, hibernate",Remote,Contract,1633373
902,Frontend Developer,BuildRight Infra,"curriculum planning, classroom management, communication",Bangalore,Internship,1339278
903,Account Director,CloudNet,"legal documentation, compliance, case review",Remote,Contract,1842132
904,Graphic Designer,DataWiz,"excel, financial modeling, data interpretation",Pune,Full-time,2061368
905,Hotel Receptionist,BizConsult,"sql, data analysis, tableau",Remote,Internship,2490361
906,Data Entry Clerk,CloudNet,"interviewing, HR software, conflict resolution",Bangalore,Contract,922400
907,Pharmacist,TechNova,"salesforce, CRM, negotiation",Mumbai,Part-time,952722
908,Civil Engineer,DesignCrafters,"inventory, hospitality management, POS systems",Delhi,Full-time,513699
909,DevOps Engineer,CreativeHub Agency,"python, pandas, numpy",Bangalore,Internship,895536
910,Graphic Designer,BizConsult,"salesforce, CRM, negotiation",Mumbai,Internship,505053
911,Sales Executive,HealthFirst Clinic,"autocad, site planning, structural analysis",Remote,Internship,1666410
912,Financial Analyst,CloudNet,"client relations, campaign strategy, presentations",Remote,Contract,1479166
913,Pharmacist,Global Travels,"patient care, diagnosis, medical documentation",Hyderabad,Part-time,1451338
914,Frontend Developer,City Hospital,"legal documentation, compliance, case review",Bangalore,Full-time,1448379
915,Data Entry Clerk,EduWise Academy,"react, javascript, css",Delhi,Part-time,1165874
916,Account Director,HealthFirst Clinic,"patient care, diagnosis, medical documentation",Hyderabad,Full-time,1343545
917,UX Designer,City Hospital,"legal documentation, compliance, case review",Remote,Internship,613394
918,Hotel Receptionist,EduWise Academy,"sql, data visualization, problem solving",Delhi,Internship,2424471
919,ML Engineer,DataWiz,"client relations, campaign strategy, presentations",Delhi,Full-time,872359
920,Web Developer,DesignCrafters,"patient care, diagnosis, medical documentation",Bangalore,Part-time,1990514
921,Hotel Receptionist,PharmaCare,"event coordination, client management, budgeting",Bangalore,Internship,838909
922,Frontend Developer,EduWise Academy,"legal documentation, compliance, case review",Bangalore,Internship,792051
923,Hotel Receptionist,DreamWeddings Inc.,"aws, docker, kubernetes",Hyderabad,Contract,766613
924,DevOps Engineer,InnovateX,"interviewing, HR software, conflict resolution",Pune,Internship,1678988
